StudentID,Q1_Favorite_Subjects,Q2_Enjoyed_Activities,Q3_Strongest_Skills,Q4_Work_Style,Q5_Workplace_Preference,Q6_Exam_Readiness,Q7_Location_Preference,Q8_Career_Values,Q9_LongTerm_Goal,Q10_Academic_Background,Recommended_Course,Recommended_Career,Recommended_College_Type,Recommendation_Score
S00411,"Physics, Computer Science","Drawing, Organizing Events","Financial Analysis, Problem Solving",Practical,Startup,Maybe,India,Job Security,Data Scientist,Science-92%,B.Tech CSE,Software Engineer,Tier-2,0.98
S00412,"Business Studies, Economics","Research, Solving Puzzles","Writing, Presentation",Theoretical,Startup,Maybe,Abroad,Creativity & Freedom,Scientist,Commerce-87%,B.Com (Hons),Financial Analyst,Tier-1,0.9
S00413,"Fine Arts, History","Reading, Reading","Analysis, Problem Solving",Theoretical,Creative Studio,Yes,Abroad,Job Security,Civil Servant,Vocational-52%,BA Psychology,Counselor/HR,Tier-2,0.7
S00414,"Economics, Business Studies","Public Speaking, Organizing Events","Teamwork, Leadership",Both,Startup,No,Flexible,Creativity & Freedom,Engineer,Science-54%,B.Com (Hons),Financial Analyst,Tier-2,0.75
S00415,"Biology, Chemistry","Sports, Research","Problem Solving, Presentation",Both,Classroom,No,India,Balanced,Lawyer,Arts-76%,Diploma in IT,IT Support/Technician,Tier-2,0.86
S00416,"Design, Psychology","Reading, Reading","Creativity, Presentation",Practical,Outdoors,Yes,Abroad,Balanced,Civil Servant,Science-84%,BA Political Science,Public Policy Analyst,Tier-2,0.89
S00417,"Physics, Computer Science","Research, Public Speaking","Problem Solving, Analysis",Practical,NGO,No,Flexible,Job Security,Entrepreneur,Commerce-69%,B.Tech CSE,Software Engineer,Tier-2,0.83
S00418,"Biology, Physics","Research, Experiments","Creativity, Financial Analysis",Theoretical,Outdoors,Yes,India,Job Security,Doctor,Commerce-82%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.89
S00419,"Computer Science, Maths","Research, Public Speaking","Problem Solving, Programming",Theoretical,Corporate Office,Yes,Abroad,Job Security,Lawyer,Arts-42%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.61
S00420,"Psychology, Design","Sports, Designing","Creativity, Programming",Practical,Outdoors,Yes,India,Balanced,Entrepreneur,Science-51%,BFA,Artist/Designer,Tier-2,0.75
S00421,"Business Studies, Computer Science","Coding, Designing","Creativity, Design Thinking",Practical,NGO,Maybe,India,Balanced,Engineer,Arts-46%,B.Com,Accountant,Tier-2,0.68
S00422,"Political Science, History","Drawing, Debating","Teamwork, Analysis",Both,Classroom,No,India,Balanced,Data Scientist,Commerce-65%,BA History,Researcher/Archivist,Tier-2,0.82
S00423,"Accountancy, Economics","Drawing, Helping Others","Communication, Teamwork",Practical,Government Office,Maybe,India,Creativity & Freedom,Artist,Arts-42%,BBA,Business Analyst,Tier-2,0.61
S00424,"Psychology, Design","Drawing, Solving Puzzles","Problem Solving, Research",Practical,Corporate Office,Yes,India,Job Security,Manager,Commerce-63%,BFA,Artist/Designer,Tier-2,0.8
S00425,"Design, Political Science","Debating, Solving Puzzles","Financial Analysis, Writing",Both,NGO,No,India,Job Security,Data Scientist,Commerce-83%,BA History,Researcher/Archivist,Tier-2,0.92
S00426,"Economics, Accountancy","Designing, Reading","Problem Solving, Programming",Practical,Outdoors,Yes,Flexible,Job Security,Data Scientist,Science-98%,BBA,Business Analyst,Tier-1,0.98
S00427,"Business Studies, Accountancy","Coding, Debating","Creativity, Programming",Practical,NGO,No,India,Job Security,Manager,Arts-43%,B.Com (Hons),Financial Analyst,Tier-2,0.64
S00428,"Maths, Biology","Drawing, Research","Presentation, Problem Solving",Both,Research Lab,Yes,India,Creativity & Freedom,Designer,Science-65%,B.Tech CSE,Software Engineer,Tier-2,0.8
S00429,"Chemistry, Maths","Experiments, Coding","Creativity, Analysis",Practical,Startup,Yes,Flexible,Creativity & Freedom,Artist,Science-64%,B.Tech CSE,Software Engineer,Tier-2,0.78
S00430,"Political Science, Psychology","Organizing Events, Experiments","Communication, Teamwork",Theoretical,Research Lab,No,Flexible,Job Security,Manager,Science-67%,BA History,Researcher/Archivist,Tier-2,0.79
S00431,"Computer Science, Physics","Public Speaking, Solving Puzzles","Creativity, Problem Solving",Theoretical,NGO,No,India,Creativity & Freedom,Artist,Arts-78%,BFA,Artist/Designer,Tier-2,0.9
S00432,"Political Science, Psychology","Drawing, Reading","Programming, Research",Practical,NGO,No,Abroad,Job Security,Scientist,Commerce-60%,BA History,Researcher/Archivist,Tier-2,0.74
S00433,"Computer Science, Business Studies","Reading, Coding","Teamwork, Problem Solving",Practical,NGO,Maybe,Flexible,Job Security,Scientist,Commerce-75%,B.Tech CSE,Software Engineer,Tier-2,0.88
S00434,"Economics, Maths","Research, Experiments","Creativity, Programming",Practical,Classroom,Yes,India,Creativity & Freedom,Teacher,Science-55%,B.Com,Accountant,Tier-2,0.73
S00435,"Biology, Physics","Experiments, Experiments","Communication, Teamwork",Practical,Government Office,Maybe,Abroad,Balanced,Manager,Science-90%,B.Tech CSE,Software Engineer,Tier-2,0.93
S00436,"Computer Science, Economics","Organizing Events, Solving Puzzles","Programming, Writing",Both,Outdoors,Maybe,India,Balanced,Lawyer,Commerce-48%,B.Com (Hons),Financial Analyst,Tier-2,0.73
S00437,"Maths, Biology","Drawing, Designing","Presentation, Analysis",Both,Startup,Maybe,Flexible,Job Security,Entrepreneur,Vocational-55%,Diploma in IT,IT Support/Technician,Tier-2,0.74
S00438,"Computer Science, Business Studies","Experiments, Sports","Analysis, Writing",Both,Classroom,No,India,Job Security,Lawyer,Science-81%,B.Tech IT,IT Engineer,Tier-2,0.89
S00439,"Computer Science, Maths","Experiments, Organizing Events","Analysis, Programming",Both,Startup,Yes,Abroad,Job Security,Engineer,Science-61%,B.Tech CSE,Software Engineer,Tier-2,0.74
S00440,"History, Political Science","Helping Others, Drawing","Presentation, Communication",Theoretical,Research Lab,Yes,Flexible,Balanced,Doctor,Science-93%,BA Psychology,Counselor/HR,Tier-2,0.99
S00441,"Biology, Computer Science","Coding, Helping Others","Leadership, Creativity",Practical,Outdoors,Maybe,Flexible,Creativity & Freedom,Scientist,Commerce-86%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.91
S00442,"Computer Science, Maths","Experiments, Helping Others","Design Thinking, Communication",Theoretical,Research Lab,No,India,Creativity & Freedom,Lawyer,Vocational-89%,BFA,Artist/Designer,Tier-2,0.91
S00443,"Psychology, Political Science","Research, Public Speaking","Writing, Communication",Practical,Research Lab,Yes,India,Job Security,Doctor,Vocational-76%,BA History,Researcher/Archivist,Tier-2,0.85
S00444,"Chemistry, Physics","Sports, Designing","Communication, Analysis",Theoretical,Research Lab,Maybe,Abroad,Job Security,Doctor,Science-81%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.93
S00445,"Political Science, History","Research, Public Speaking","Programming, Analysis",Both,Creative Studio,No,Abroad,Balanced,Manager,Science-86%,BFA,Artist/Designer,Tier-2,0.9
S00446,"Biology, Physics","Helping Others, Sports","Programming, Creativity",Theoretical,Corporate Office,No,Flexible,Job Security,Civil Servant,Science-70%,B.Tech CSE,Software Engineer,Tier-2,0.78
S00447,"Computer Science, Business Studies","Public Speaking, Reading","Problem Solving, Creativity",Both,NGO,Maybe,Flexible,Job Security,Designer,Science-81%,B.Tech CSE,Software Engineer,Tier-2,0.87
S00448,"Economics, Accountancy","Reading, Solving Puzzles","Presentation, Teamwork",Theoretical,Classroom,No,India,Creativity & Freedom,Lawyer,Science-78%,B.Com,Accountant,Tier-1,0.84
S00449,"Design, Psychology","Helping Others, Solving Puzzles","Design Thinking, Presentation",Theoretical,Classroom,Yes,Flexible,Balanced,Engineer,Science-69%,BFA,Artist/Designer,Tier-2,0.86
S00450,"Accountancy, Economics","Reading, Organizing Events","Teamwork, Creativity",Practical,Classroom,Maybe,Abroad,Creativity & Freedom,Entrepreneur,Commerce-90%,BBA,Business Analyst,Tier-1,0.91
S00451,"Fine Arts, Design","Coding, Designing","Design Thinking, Creativity",Theoretical,NGO,Yes,India,Job Security,Entrepreneur,Science-90%,BFA,Artist/Designer,Tier-2,0.9
S00452,"Accountancy, Maths","Designing, Research","Research, Problem Solving",Practical,Creative Studio,No,India,Balanced,Lawyer,Commerce-81%,B.Tech CSE,Software Engineer,Tier-2,0.88
S00453,"Biology, Physics","Research, Public Speaking","Presentation, Design Thinking",Practical,Creative Studio,Yes,Flexible,Job Security,Entrepreneur,Science-94%,BDS,Dentist,Tier-1,0.95
S00454,"Maths, Biology","Research, Coding","Writing, Analysis",Both,Startup,Maybe,India,Balanced,Entrepreneur,Arts-78%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.87
S00455,"Fine Arts, Psychology","Sports, Research","Presentation, Analysis",Practical,Government Office,Yes,India,Job Security,Designer,Science-81%,BFA,Artist/Designer,Tier-2,0.87
S00456,"History, Political Science","Solving Puzzles, Public Speaking","Leadership, Presentation",Both,Startup,No,Abroad,Job Security,Engineer,Arts-41%,BFA,Artist/Designer,Tier-2,0.63
S00457,"Business Studies, Maths","Organizing Events, Sports","Communication, Presentation",Theoretical,Corporate Office,Maybe,India,Job Security,Entrepreneur,Arts-49%,BBA,Business Analyst,Tier-2,0.67
S00458,"Physics, Biology","Debating, Drawing","Problem Solving, Research",Theoretical,Corporate Office,Yes,India,Job Security,Manager,Commerce-48%,Polytechnic - Electrical,Technician - Electrical,Tier-2,0.65
S00459,"Physics, Maths","Coding, Coding","Creativity, Programming",Practical,Outdoors,Maybe,India,Job Security,Manager,Science-55%,Diploma in Design,Junior Designer,Tier-2,0.76
S00460,"Psychology, Fine Arts","Designing, Solving Puzzles","Creativity, Programming",Both,Outdoors,Maybe,Flexible,Job Security,Engineer,Arts-88%,BA Economics,Economist/Analyst,Tier-2,0.93
S00461,"Accountancy, Business Studies","Reading, Organizing Events","Programming, Problem Solving",Both,Startup,Yes,Flexible,Balanced,Civil Servant,Science-87%,BBA,Business Analyst,Tier-1,0.92
S00462,"Political Science, Fine Arts","Reading, Reading","Leadership, Programming",Practical,Classroom,Yes,Abroad,Job Security,Civil Servant,Science-58%,BFA,Artist/Designer,Tier-2,0.77
S00463,"Computer Science, Economics","Solving Puzzles, Sports","Research, Creativity",Theoretical,Creative Studio,No,Flexible,Balanced,Teacher,Commerce-73%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.84
S00464,"Biology, Chemistry","Drawing, Experiments","Financial Analysis, Analysis",Practical,Corporate Office,Maybe,Abroad,Balanced,Engineer,Science-83%,Diploma in IT,IT Support/Technician,Tier-2,0.86
S00465,"Computer Science, Physics","Designing, Drawing","Presentation, Teamwork",Theoretical,Outdoors,Maybe,Abroad,Job Security,Artist,Arts-86%,B.Tech Civil,Civil Engineer,Tier-2,0.89
S00466,"Computer Science, Accountancy","Coding, Research","Research, Financial Analysis",Both,Classroom,No,Flexible,Creativity & Freedom,Entrepreneur,Arts-46%,B.Com,Accountant,Tier-2,0.65
S00467,"Chemistry, Physics","Debating, Research","Problem Solving, Creativity",Theoretical,Corporate Office,Yes,Abroad,Balanced,Manager,Science-69%,B.Tech CSE,Software Engineer,Tier-2,0.83
S00468,"Physics, Biology","Experiments, Debating","Writing, Financial Analysis",Theoretical,NGO,Maybe,Abroad,Balanced,Lawyer,Arts-74%,B.Tech IT,IT Engineer,Tier-2,0.8
S00469,"Design, History","Reading, Experiments","Analysis, Teamwork",Theoretical,NGO,Yes,India,Job Security,Designer,Commerce-94%,BA Political Science,Public Policy Analyst,Tier-2,0.99
S00470,"Biology, Chemistry","Helping Others, Reading","Research, Creativity",Both,NGO,Maybe,Flexible,Balanced,Designer,Commerce-75%,Diploma in Design,Junior Designer,Tier-2,0.85
S00471,"Biology, Computer Science","Research, Coding","Writing, Analysis",Practical,Corporate Office,Maybe,India,Job Security,Lawyer,Science-97%,B.Tech IT,IT Engineer,Tier-2,0.93
S00472,"Fine Arts, Design","Drawing, Reading","Analysis, Creativity",Theoretical,Government Office,Yes,Flexible,Job Security,Artist,Science-69%,BA Psychology,Counselor/HR,Tier-2,0.77
S00473,"Accountancy, Economics","Designing, Solving Puzzles","Problem Solving, Programming",Theoretical,Corporate Office,No,Flexible,Creativity & Freedom,Data Scientist,Commerce-71%,B.Com (Hons),Financial Analyst,Tier-1,0.78
S00474,"Physics, Maths","Coding, Organizing Events","Teamwork, Analysis",Both,Startup,No,India,Balanced,Manager,Science-81%,B.Tech IT,IT Engineer,Tier-2,0.92
S00475,"Business Studies, Accountancy","Designing, Reading","Leadership, Research",Both,Startup,Maybe,India,Creativity & Freedom,Teacher,Science-86%,BBA (Finance),Investment Analyst,Tier-1,0.95
S00476,"Economics, Computer Science","Reading, Sports","Writing, Creativity",Both,NGO,No,India,Creativity & Freedom,Engineer,Commerce-64%,B.Tech IT,IT Engineer,Tier-2,0.81
S00477,"Computer Science, Maths","Reading, Research","Teamwork, Writing",Both,NGO,Maybe,Flexible,Job Security,Doctor,Commerce-78%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.88
S00478,"Biology, Maths","Solving Puzzles, Experiments","Design Thinking, Presentation",Both,Corporate Office,Maybe,India,Creativity & Freedom,Civil Servant,Science-59%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.79
S00479,"Physics, Chemistry","Solving Puzzles, Helping Others","Writing, Financial Analysis",Practical,Creative Studio,Maybe,Flexible,Job Security,Scientist,Science-59%,Diploma in Design,Junior Designer,Tier-2,0.71
S00480,"Fine Arts, Design","Experiments, Public Speaking","Teamwork, Creativity",Both,Corporate Office,Yes,India,Creativity & Freedom,Entrepreneur,Science-67%,BA Psychology,Counselor/HR,Tier-2,0.77
S00481,"Design, History","Coding, Designing","Communication, Financial Analysis",Both,Creative Studio,Yes,Abroad,Creativity & Freedom,Manager,Commerce-50%,BFA,Artist/Designer,Tier-2,0.74
S00482,"Business Studies, Computer Science","Debating, Organizing Events","Analysis, Creativity",Both,Creative Studio,No,India,Job Security,Data Scientist,Science-70%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.85
S00483,"Business Studies, Maths","Reading, Helping Others","Creativity, Communication",Practical,Creative Studio,No,Abroad,Creativity & Freedom,Data Scientist,Science-84%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.92
S00484,"Computer Science, Biology","Research, Sports","Leadership, Writing",Practical,Government Office,No,Flexible,Creativity & Freedom,Teacher,Science-88%,B.Tech CSE,Software Engineer,Tier-2,0.94
S00485,"Political Science, Fine Arts","Public Speaking, Reading","Writing, Financial Analysis",Both,Government Office,Maybe,India,Balanced,Artist,Arts-64%,BA Economics,Economist/Analyst,Tier-2,0.82
S00486,"Maths, Computer Science","Solving Puzzles, Experiments","Problem Solving, Programming",Practical,Creative Studio,Yes,India,Creativity & Freedom,Manager,Science-91%,B.Tech CSE,Software Engineer,Tier-1,0.9
S00487,"Design, Psychology","Research, Reading","Creativity, Analysis",Both,Classroom,Yes,India,Balanced,Teacher,Commerce-67%,BFA,Artist/Designer,Tier-2,0.81
S00488,"Fine Arts, Design","Research, Coding","Creativity, Analysis",Both,NGO,Maybe,India,Job Security,Scientist,Science-69%,BA Political Science,Public Policy Analyst,Tier-2,0.82
S00489,"Chemistry, Computer Science","Solving Puzzles, Coding","Analysis, Research",Theoretical,Research Lab,No,India,Balanced,Data Scientist,Arts-91%,B.Tech Mechanical,Mechanical Engineer,Tier-2,0.92
S00490,"Chemistry, Biology","Reading, Organizing Events","Leadership, Problem Solving",Practical,Outdoors,Yes,Abroad,Job Security,Teacher,Commerce-55%,Diploma in IT,IT Support/Technician,Tier-2,0.72
S00491,"Maths, Chemistry","Solving Puzzles, Designing","Analysis, Leadership",Practical,Classroom,No,Flexible,Creativity & Freedom,Engineer,Science-63%,B.Tech ECE,Embedded Systems Engineer,Tier-2,0.81
S00492,"Biology, Computer Science","Helping Others, Reading","Problem Solving, Leadership",Both,Outdoors,No,Flexible,Balanced,Artist,Science-76%,B.Tech CSE,Software Engineer,Tier-2,0.89
S00493,"Maths, Chemistry","Experiments, Research","Leadership, Analysis",Both,NGO,Yes,India,Creativity & Freedom,Entrepreneur,Arts-84%,B.Tech Civil,Civil Engineer,Tier-2,0.92
S00494,"Maths, Accountancy","Solving Puzzles, Debating","Programming, Problem Solving",Practical,Government Office,Yes,Abroad,Creativity & Freedom,Data Scientist,Arts-91%,B.Tech CSE,Software Engineer,Tier-1,0.97
S00495,"Maths, Biology","Organizing Events, Reading","Financial Analysis, Analysis",Practical,Corporate Office,Maybe,India,Creativity & Freedom,Entrepreneur,Commerce-66%,B.Tech Civil,Civil Engineer,Tier-2,0.76
S00496,"Computer Science, Biology","Helping Others, Research","Creativity, Analysis",Practical,Research Lab,No,Abroad,Balanced,Lawyer,Arts-58%,Polytechnic - Mechanical,Technician - Mechanical,Tier-2,0.76
S00497,"Fine Arts, Psychology","Reading, Solving Puzzles","Analysis, Presentation",Theoretical,Research Lab,Maybe,Flexible,Balanced,Civil Servant,Science-59%,BA Economics,Economist/Analyst,Tier-2,0.73
S00498,"Maths, Chemistry","Experiments, Reading","Creativity, Research",Practical,NGO,No,Flexible,Balanced,Civil Servant,Science-57%,Diploma in Design,Junior Designer,Tier-2,0.7
S00499,"Maths, Chemistry","Designing, Research","Creativity, Programming",Both,Outdoors,Maybe,India,Balanced,Data Scientist,Science-54%,Diploma in Design,Junior Designer,Tier-2,0.75
S00500,"Accountancy, Economics","Helping Others, Sports","Financial Analysis, Creativity",Theoretical,Government Office,Maybe,India,Creativity & Freedom,Entrepreneur,Science-79%,BBA (Finance),Investment Analyst,Tier-1,0.87
S00501,"Psychology, History","Designing, Coding","Analysis, Financial Analysis",Both,Research Lab,Yes,India,Balanced,Teacher,Science-53%,BA Economics,Economist/Analyst,Tier-2,0.72
